CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3087,2,§,§,64.0,1.0,1.0,1.0,256462,85847.83493138688,,170614.16506861313,170614.16506861313
3088,2,©,©,90.0,1.0,1.0,1.0,14,25332.93061695599,,25318.93061695599,25318.93061695599
3089,2,ª,§,60.0,0.0,0.0,0.0,355698,54900.670905960425,,300797.32909403957,300797.32909403957
3090,2,§,§,64.0,1.0,1.0,1.0,1800,39411.00045898603,,37611.00045898603,37611.00045898603
3091,2,§,§,65.0,1.0,1.0,1.0,511775,27318.865381954874,,484456.1346180451,484456.1346180451
3092,2,§,§,64.0,1.0,1.0,1.0,8322,27578.643780526996,,19256.643780526996,19256.643780526996
3093,2,§,§,62.0,1.0,1.0,1.0,63707,31294.984094043113,,32412.015905956887,32412.015905956887
3094,2,§,§,63.0,1.0,1.0,1.0,1200770,42057.83232614496,,1158712.167673855,1158712.167673855
3095,2,§,§,64.0,1.0,1.0,1.0,355,36304.89863703443,,35949.89863703443,35949.89863703443
3096,2,§,§,60.0,1.0,1.0,1.0,2073582,36322.55537149022,,2037259.4446285097,2037259.4446285097
3098,2,§,§,65.0,1.0,1.0,1.0,1834,35378.35693928166,,33544.35693928166,33544.35693928166
3099,2,ª,§,61.0,0.0,0.0,0.0,47,36960.03954318952,,36913.03954318952,36913.03954318952
3100,2,ª,§,63.0,0.0,0.0,0.0,6931,31975.42209091282,,25044.42209091282,25044.42209091282
3101,2,§,§,63.0,1.0,1.0,1.0,3060,47008.16089039875,,43948.16089039875,43948.16089039875
3102,2,ª,§,62.0,0.0,0.0,0.0,3359,50688.99601894742,,47329.99601894742,47329.99601894742
3104,2,§,§,65.0,1.0,1.0,1.0,603250,26981.011405356614,,576268.9885946434,576268.9885946434
3105,2,ª,§,64.0,0.0,0.0,0.0,182513,24511.353459784823,,158001.64654021518,158001.64654021518
3106,2,§,§,65.0,1.0,1.0,1.0,1468099,41243.548236311755,,1426855.4517636884,1426855.4517636884
3107,2,§,§,65.0,1.0,1.0,1.0,101552,26947.533381963392,,74604.4666180366,74604.4666180366
3109,2,§,§,63.0,1.0,1.0,1.0,9496,29650.5349106022,,20154.5349106022,20154.5349106022
3110,2,ª,§,72.0,0.0,0.0,0.0,497858,35401.8028700471,,462456.1971299529,462456.1971299529
3111,2,§,§,64.0,1.0,1.0,1.0,422936,31151.608770237683,,391784.39122976235,391784.39122976235
