CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
200865,2,¦,¤,59.0,0.0,0.0,0.0,610546,3329.08796123159,,607216.9120387684,607216.9120387684
200871,2,¦,¤,66.0,0.0,0.0,0.0,96,4541.423427521927,,4445.423427521927,4445.423427521927
200874,2,¤,¤,60.0,1.0,1.0,1.0,157873,31677.948761194522,,126195.05123880548,126195.05123880548
200877,2,¤,¤,57.0,1.0,1.0,1.0,25,29982.31475089541,,29957.31475089541,29957.31475089541
200880,2,¤,¤,66.0,1.0,1.0,1.0,17456,4584.438936416349,,12871.561063583651,12871.561063583651
200883,2,¦,¦,99.0,1.0,1.0,1.0,608112,335188.0895523134,,272923.9104476866,272923.9104476866
200886,2,¦,¤,57.0,0.0,0.0,0.0,608074,30265.693657014705,,577808.3063429852,577808.3063429852
200895,2,¢,,39.0,0.0,0.0,0.0,455,125.26940715965662,,329.7305928403434,329.7305928403434
200907,2,¤,¤,74.0,1.0,1.0,1.0,7811,4073.563700513839,,3737.436299486161,3737.436299486161
200919,2,¦,¤,72.0,0.0,0.0,0.0,64,4271.600161942208,,4207.600161942208,4207.600161942208
200922,2,¦,¤,72.0,0.0,0.0,0.0,50,4277.714123358177,,4227.714123358177,4227.714123358177
200925,2,¦,¦,56.0,1.0,1.0,1.0,89553,83715.6425420895,,5837.357457910504,5837.357457910504
200931,2,¦,¤,72.0,0.0,0.0,0.0,188,4281.814730314424,,4093.814730314424,4093.814730314424
200937,2,¤,¤,72.0,1.0,1.0,1.0,16818,4281.229418711647,,12536.770581288354,12536.770581288354
200952,2,¦,¤,68.0,0.0,0.0,0.0,2510,4617.825188541332,,2107.825188541332,2107.825188541332
200958,2,¤,¤,58.0,1.0,1.0,1.0,18403,3759.3189057765035,,14643.681094223497,14643.681094223497
200970,2,¦,¦,99.0,1.0,1.0,1.0,57,287892.46900816035,,287835.46900816035,287835.46900816035
200973,2,¦,¤,72.0,0.0,0.0,0.0,243774,4282.200859791507,,239491.7991402085,239491.7991402085
200976,2,¦,¤,59.0,0.0,0.0,0.0,608487,4153.664278501297,,604333.3357214987,604333.3357214987
200979,2,¤,¤,47.0,1.0,1.0,1.0,18167,0.0,,18167.0,18167.0
200982,2,¤,¤,47.0,1.0,1.0,1.0,16895,0.0,,16895.0,16895.0
200991,2,£,£,58.0,1.0,1.0,1.0,62057,2668.1625168999917,,59388.83748310001,59388.83748310001
201000,2,¦,¤,72.0,0.0,0.0,0.0,608071,4246.181194844999,,603824.818805155,603824.818805155
201003,2,¤,¤,72.0,1.0,1.0,1.0,15460,4276.891457133871,,11183.108542866128,11183.108542866128
201006,2,¤,¤,58.0,1.0,1.0,1.0,16330,3905.474051457677,,12424.525948542323,12424.525948542323
201009,2,¤,¤,72.0,1.0,1.0,1.0,16359,4277.403849481788,,12081.596150518213,12081.596150518213
201015,2,¦,¤,72.0,0.0,0.0,0.0,661844,4280.521269974842,,657563.4787300251,657563.4787300251
201021,2,¦,¤,67.0,0.0,0.0,0.0,82,4281.375257221369,,4199.375257221369,4199.375257221369
201027,2,¤,¤,72.0,1.0,1.0,1.0,16873,4276.84496499151,,12596.15503500849,12596.15503500849
201030,2,¤,¤,72.0,1.0,1.0,1.0,16787,4280.671023612342,,12506.328976387658,12506.328976387658
201036,2,¦,¤,72.0,0.0,0.0,0.0,2699,4285.76068972345,,1586.76068972345,1586.76068972345
201039,2,¤,¤,72.0,1.0,1.0,1.0,16965,4276.002233737344,,12688.997766262655,12688.997766262655
201042,2,¦,¤,58.0,0.0,0.0,0.0,608604,3778.7301092987154,,604825.2698907013,604825.2698907013
201054,2,¤,¤,68.0,1.0,1.0,1.0,65178,4487.047196598344,,60690.952803401655,60690.952803401655
201057,2,¦,¤,72.0,0.0,0.0,0.0,104,4278.093890752621,,4174.093890752621,4174.093890752621
201060,2,¦,¤,72.0,0.0,0.0,0.0,594726,4254.484202079717,,590471.5157979203,590471.5157979203
201072,2,¦,¤,68.0,0.0,0.0,0.0,602613,5011.384109973765,,597601.6158900262,597601.6158900262
201075,2,¤,¤,72.0,1.0,1.0,1.0,21481,4277.472853608871,,17203.527146391127,17203.527146391127
201078,2,¤,¤,72.0,1.0,1.0,1.0,17493,4278.6043255366485,,13214.39567446335,13214.39567446335
201081,2,¦,¤,68.0,0.0,0.0,0.0,75,4505.228071216391,,4430.228071216391,4430.228071216391
201084,2,¤,¤,70.0,1.0,1.0,1.0,21056,4069.972549559674,,16986.027450440328,16986.027450440328
201087,2,¤,¤,72.0,1.0,1.0,1.0,267,4277.651970704705,,4010.6519707047046,4010.6519707047046
201093,2,¦,¤,72.0,0.0,0.0,0.0,590760,4268.206235549848,,586491.7937644501,586491.7937644501
201096,2,¦,¤,69.0,0.0,0.0,0.0,586946,4298.08159684011,,582647.91840316,582647.91840316
201099,2,¢,¤,47.0,0.0,0.0,0.0,239,406.56938042895376,,167.56938042895376,167.56938042895376
201102,2,£,£,58.0,1.0,1.0,1.0,61915,2676.7503496805425,,59238.249650319456,59238.249650319456
201111,2,¤,¤,47.0,1.0,1.0,1.0,13873,577.1231130302533,,13295.876886969747,13295.876886969747
201114,2,¤,¤,72.0,1.0,1.0,1.0,1745,3743.774380325817,,1998.7743803258172,1998.7743803258172
201120,2,¤,¤,72.0,1.0,1.0,1.0,12776,3779.270886323021,,8996.729113676978,8996.729113676978
201123,2,¤,¤,72.0,1.0,1.0,1.0,74844,3794.413621785513,,71049.58637821449,71049.58637821449
201129,2,¤,¤,47.0,1.0,1.0,1.0,14391,629.6014857635591,,13761.39851423644,13761.39851423644
201138,2,¤,¤,58.0,1.0,1.0,1.0,17716,3729.3030892772135,,13986.696910722787,13986.696910722787
201141,2,¦,¤,67.0,0.0,0.0,0.0,604773,4599.535669127453,,600173.4643308725,600173.4643308725
201144,2,¦,¦,99.0,1.0,1.0,1.0,72,287420.14799304947,,287348.14799304947,287348.14799304947
201147,2,¤,¤,72.0,1.0,1.0,1.0,306,4277.280033565816,,3971.2800335658158,3971.2800335658158
201150,2,¤,¤,72.0,1.0,1.0,1.0,16734,4262.339416574851,,12471.66058342515,12471.66058342515
201153,2,¦,¤,69.0,0.0,0.0,0.0,205,4359.541272695634,,4154.541272695634,4154.541272695634
201159,2,¤,¤,70.0,1.0,1.0,1.0,5973,4078.3107929443922,,1894.6892070556078,1894.6892070556078
201162,2,¤,¤,72.0,1.0,1.0,1.0,3522,4267.993839867904,,745.9938398679042,745.9938398679042
201165,2,¤,¤,72.0,1.0,1.0,1.0,11722,4276.762257917205,,7445.237742082795,7445.237742082795
201168,2,¤,¤,72.0,1.0,1.0,1.0,17467,4276.0100639929,,13190.9899360071,13190.9899360071
201171,2,¤,¤,72.0,1.0,1.0,1.0,16758,4275.057709160956,,12482.942290839044,12482.942290839044
201177,2,¦,¤,72.0,0.0,0.0,0.0,661821,4284.189744702618,,657536.8102552973,657536.8102552973
201208,2,¦,¦,99.0,1.0,1.0,1.0,57,288154.43803802686,,288097.43803802686,288097.43803802686
201211,2,¦,¤,58.0,0.0,0.0,0.0,138,3734.3247300431835,,3596.3247300431835,3596.3247300431835
201214,2,¤,¤,67.0,1.0,1.0,1.0,9576,5040.574323902916,,4535.425676097084,4535.425676097084
201217,2,¦,¤,58.0,0.0,0.0,0.0,141,3165.50511363862,,3024.50511363862,3024.50511363862
201226,2,¤,¤,47.0,1.0,1.0,1.0,14678,105.49409675411142,,14572.505903245888,14572.505903245888
201229,2,¤,¤,47.0,1.0,1.0,1.0,489,0.0,,489.0,489.0
