CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3087,2,§,§,74.0,1.0,1.0,1.0,256462,81770.41785542454,,174691.58214457546,174691.58214457546
3088,2,©,©,85.0,1.0,1.0,1.0,14,16951.475515463928,,16937.475515463928,16937.475515463928
3089,2,ª,§,74.0,0.0,0.0,0.0,355698,43488.62496543504,,312209.375034565,312209.375034565
3090,2,§,§,76.0,1.0,1.0,1.0,1800,33807.98558266935,,32007.985582669353,32007.985582669353
3091,2,§,§,78.0,1.0,1.0,1.0,511775,18658.397418581782,,493116.60258141824,493116.60258141824
3092,2,§,§,78.0,1.0,1.0,1.0,8322,18658.721135856427,,10336.721135856427,10336.721135856427
3093,2,§,§,78.0,1.0,1.0,1.0,63707,24911.785442746437,,38795.21455725357,38795.21455725357
3094,2,§,§,77.0,1.0,1.0,1.0,1200770,28580.621031930168,,1172189.3789680698,1172189.3789680698
3095,2,§,§,77.0,1.0,1.0,1.0,355,24822.739620573277,,24467.739620573277,24467.739620573277
3096,2,§,§,75.0,1.0,1.0,1.0,2073582,33412.12964195901,,2040169.870358041,2040169.870358041
3098,2,§,§,77.0,1.0,1.0,1.0,1834,24864.72543680592,,23030.72543680592,23030.72543680592
3099,2,ª,§,75.0,0.0,0.0,0.0,47,32359.81592579186,,32312.81592579186,32312.81592579186
3100,2,ª,§,78.0,0.0,0.0,0.0,6931,20910.54721301172,,13979.54721301172,13979.54721301172
3101,2,§,§,76.0,1.0,1.0,1.0,3060,37625.655688921186,,34565.655688921186,34565.655688921186
3102,2,ª,§,75.0,0.0,0.0,0.0,3359,43597.90626015958,,40238.90626015958,40238.90626015958
3104,2,§,§,78.0,1.0,1.0,1.0,603250,18360.967243793853,,584889.0327562061,584889.0327562061
3105,2,ª,§,79.0,0.0,0.0,0.0,182513,18382.459870809864,,164130.54012919014,164130.54012919014
3106,2,§,§,77.0,1.0,1.0,1.0,1468099,30320.903100210184,,1437778.0968997898,1437778.0968997898
3107,2,§,§,78.0,1.0,1.0,1.0,101552,18371.085765791082,,83180.91423420892,83180.91423420892
3109,2,§,§,78.0,1.0,1.0,1.0,9496,24600.749713765,,15104.749713764999,15104.749713764999
3110,2,ª,§,75.0,0.0,0.0,0.0,497858,24150.850274063087,,473707.14972593694,473707.14972593694
3111,2,§,§,78.0,1.0,1.0,1.0,422936,20377.62529246533,,402558.3747075347,402558.3747075347
3114,2,©,§,77.0,0.0,0.0,0.0,432095,29689.13583843881,,402405.8641615612,402405.8641615612
3115,2,ª,§,76.0,0.0,0.0,0.0,1492131,40123.80704043392,,1452007.1929595661,1452007.1929595661
3116,2,§,§,77.0,1.0,1.0,1.0,15,25644.747353148585,,25629.747353148585,25629.747353148585
3117,2,§,§,77.0,1.0,1.0,1.0,265,27895.735851141813,,27630.735851141813,27630.735851141813
3119,2,¢,©,82.0,0.0,0.0,0.0,0,41453.38617377626,,41453.38617377626,41453.38617377626
3120,2,§,§,76.0,1.0,1.0,1.0,13,44783.18920405114,,44770.18920405114,44770.18920405114
3122,2,ª,§,75.0,0.0,0.0,0.0,491887,40923.60556794838,,450963.39443205163,450963.39443205163
3123,2,§,§,76.0,1.0,1.0,1.0,19877,32892.50370131921,,13015.503701319212,13015.503701319212
3124,2,§,§,78.0,1.0,1.0,1.0,6364,18602.784047952504,,12238.784047952504,12238.784047952504
3125,2,§,§,76.0,1.0,1.0,1.0,191661,35512.3633194394,,156148.6366805606,156148.6366805606
3127,2,§,§,78.0,1.0,1.0,1.0,1443966,33190.257593381786,,1410775.7424066183,1410775.7424066183
3129,2,§,§,77.0,1.0,1.0,1.0,1821440,28070.20374774382,,1793369.7962522563,1793369.7962522563
3130,2,©,©,83.0,1.0,1.0,1.0,283515,26531.886687093534,,256983.11331290647,256983.11331290647
3131,2,ª,§,79.0,0.0,0.0,0.0,65713,19393.29848974563,,46319.70151025437,46319.70151025437
3132,2,§,§,78.0,1.0,1.0,1.0,84,18368.456741516915,,18284.456741516915,18284.456741516915
3133,2,§,§,76.0,1.0,1.0,1.0,250346,38583.33081699063,,211762.66918300936,211762.66918300936
3134,2,§,§,78.0,1.0,1.0,1.0,256137,25079.879566212745,,231057.12043378726,231057.12043378726
3135,2,£,§,79.0,0.0,0.0,0.0,1910237,17906.05332922113,,1892330.9466707788,1892330.9466707788
3136,2,§,§,77.0,1.0,1.0,1.0,326315,56412.71972407217,,269902.28027592786,269902.28027592786
3137,2,¢,©,86.0,0.0,0.0,0.0,2,16231.408866982772,,16229.408866982772,16229.408866982772
3138,2,ª,§,75.0,0.0,0.0,0.0,237438,31274.253616921287,,206163.74638307872,206163.74638307872
3140,2,§,§,78.0,1.0,1.0,1.0,115,19016.020149136424,,18901.020149136424,18901.020149136424
3141,2,§,§,75.0,1.0,1.0,1.0,1023148,39302.76574535331,,983845.2342546467,983845.2342546467
3143,2,ª,§,74.0,0.0,0.0,0.0,172828,38535.64380526087,,134292.3561947391,134292.3561947391
3144,2,§,§,77.0,1.0,1.0,1.0,697,45028.61089863713,,44331.61089863713,44331.61089863713
3146,2,§,§,79.0,1.0,1.0,1.0,200693,17730.933283740593,,182962.0667162594,182962.0667162594
3147,2,§,§,74.0,1.0,1.0,1.0,1672493,44491.40050992325,,1628001.5994900768,1628001.5994900768
3149,2,§,§,78.0,1.0,1.0,1.0,5,18996.843829221503,,18991.843829221503,18991.843829221503
3150,2,©,©,84.0,1.0,1.0,1.0,171383,9308.189301022223,,162074.8106989778,162074.8106989778
3151,2,§,§,85.0,1.0,1.0,1.0,601,0.0,,601.0,601.0
3152,2,ª,§,77.0,0.0,0.0,0.0,116,30991.101573965443,,30875.101573965443,30875.101573965443
3153,2,ª,§,77.0,0.0,0.0,0.0,1778,24582.43297321527,,22804.43297321527,22804.43297321527
3154,2,§,§,75.0,1.0,1.0,1.0,278244,31374.008823690052,,246869.99117630994,246869.99117630994
3155,2,§,§,78.0,1.0,1.0,1.0,16115,20959.643809184945,,4844.643809184945,4844.643809184945
3156,2,©,§,55.0,0.0,0.0,0.0,258660,478020.56449124514,,219360.56449124514,219360.56449124514
3157,2,ª,§,79.0,0.0,0.0,0.0,335870,19030.703713283358,,316839.29628671665,316839.29628671665
3158,2,§,§,77.0,1.0,1.0,1.0,94025,24505.09283055094,,69519.90716944906,69519.90716944906
3159,2,©,§,80.0,0.0,0.0,0.0,0,45542.413071219504,,45542.413071219504,45542.413071219504
3160,2,§,§,78.0,1.0,1.0,1.0,100117,20838.763693081077,,79278.23630691893,79278.23630691893
3161,2,§,§,77.0,1.0,1.0,1.0,241821,30064.50016137561,,211756.49983862438,211756.49983862438
3163,2,§,§,78.0,1.0,1.0,1.0,1175,18692.277731403687,,17517.277731403687,17517.277731403687
3164,2,§,§,76.0,1.0,1.0,1.0,346598,29476.96902232857,,317121.03097767144,317121.03097767144
3166,2,§,§,77.0,1.0,1.0,1.0,3675,33853.01685559256,,30178.016855592563,30178.016855592563
3167,2,§,§,77.0,1.0,1.0,1.0,86,25201.364687902722,,25115.364687902722,25115.364687902722
3168,2,§,§,74.0,1.0,1.0,1.0,2569568,48236.08651373073,,2521331.9134862693,2521331.9134862693
3169,2,§,§,78.0,1.0,1.0,1.0,2078,18708.465166578942,,16630.465166578942,16630.465166578942
3170,2,ª,§,79.0,0.0,0.0,0.0,946,19064.848028542838,,18118.848028542838,18118.848028542838
3171,2,§,§,79.0,1.0,1.0,1.0,419,17617.56152267675,,17198.56152267675,17198.56152267675
3173,2,§,§,78.0,1.0,1.0,1.0,31,18912.44319279517,,18881.44319279517,18881.44319279517
3174,2,§,§,78.0,1.0,1.0,1.0,3104,18408.311680931994,,15304.311680931994,15304.311680931994
3175,2,ª,§,76.0,0.0,0.0,0.0,1228681,33002.01442673354,,1195678.9855732664,1195678.9855732664
3177,2,§,§,78.0,1.0,1.0,1.0,54,20357.89739602905,,20303.89739602905,20303.89739602905
3179,2,§,§,75.0,1.0,1.0,1.0,80292,20945.05610306594,,59346.943896934055,59346.943896934055
3180,2,§,§,76.0,1.0,1.0,1.0,5295,32737.883130827624,,27442.883130827624,27442.883130827624
3181,2,§,§,74.0,1.0,1.0,1.0,535751,43353.669433656505,,492397.3305663435,492397.3305663435
3182,2,ª,§,75.0,0.0,0.0,0.0,3048,22962.88644827569,,19914.88644827569,19914.88644827569
3183,2,ª,§,75.0,0.0,0.0,0.0,336884,23122.83578225425,,313761.16421774577,313761.16421774577
3185,2,£,§,78.0,0.0,0.0,0.0,19012,18510.174192872106,,501.8258071278942,501.8258071278942
3187,2,©,©,83.0,1.0,1.0,1.0,250148,29428.82000633306,,220719.17999366694,220719.17999366694
3188,2,§,§,78.0,1.0,1.0,1.0,1383795,21181.69657371646,,1362613.3034262836,1362613.3034262836
3189,2,§,§,77.0,1.0,1.0,1.0,429409,30216.109846924395,,399192.8901530756,399192.8901530756
3190,2,§,§,79.0,1.0,1.0,1.0,14,17495.58768218865,,17481.58768218865,17481.58768218865
3191,2,©,©,86.0,1.0,1.0,1.0,711220,17116.550896772034,,694103.4491032279,694103.4491032279
3193,2,§,§,78.0,1.0,1.0,1.0,20811,24871.553356991964,,4060.5533569919644,4060.5533569919644
3194,2,©,©,86.0,1.0,1.0,1.0,13647,15593.259974860295,,1946.2599748602952,1946.2599748602952
3195,2,§,§,78.0,1.0,1.0,1.0,516141,20672.34629938197,,495468.653700618,495468.653700618
3196,2,©,©,85.0,1.0,1.0,1.0,100819,5798.492181187361,,95020.50781881264,95020.50781881264
3197,2,©,©,87.0,1.0,1.0,1.0,12,10770.732947759732,,10758.732947759732,10758.732947759732
3198,2,§,§,78.0,1.0,1.0,1.0,1319870,20510.311660435204,,1299359.6883395647,1299359.6883395647
3199,2,§,§,76.0,1.0,1.0,1.0,1095620,36894.42865168024,,1058725.5713483198,1058725.5713483198
3200,2,©,©,87.0,1.0,1.0,1.0,10,10271.384908634494,,10261.384908634494,10261.384908634494
3201,2,ª,§,75.0,0.0,0.0,0.0,93,33592.14787552237,,33499.14787552237,33499.14787552237
3202,2,§,§,76.0,1.0,1.0,1.0,97278,33769.27151093092,,63508.72848906908,63508.72848906908
3203,2,§,§,74.0,1.0,1.0,1.0,169978,37190.2936691597,,132787.7063308403,132787.7063308403
3204,2,§,§,76.0,1.0,1.0,1.0,248472,80298.12654725688,,168173.8734527431,168173.8734527431
3205,2,§,§,77.0,1.0,1.0,1.0,18736,28310.933113290565,,9574.933113290565,9574.933113290565
3206,2,§,§,79.0,1.0,1.0,1.0,278692,18055.27127840095,,260636.72872159904,260636.72872159904
3207,2,§,,70.0,0.0,0.0,0.0,28,788.9319986107666,,760.9319986107666,760.9319986107666
3208,2,§,§,78.0,1.0,1.0,1.0,95639,20749.86872944367,,74889.13127055633,74889.13127055633
3209,2,§,§,78.0,1.0,1.0,1.0,7,19048.11687406163,,19041.11687406163,19041.11687406163
3210,2,§,§,78.0,1.0,1.0,1.0,107,18361.93839561778,,18254.93839561778,18254.93839561778
3211,2,ª,§,77.0,0.0,0.0,0.0,21,13267.538358273772,,13246.538358273772,13246.538358273772
3213,2,§,§,79.0,1.0,1.0,1.0,431902,16938.8206843343,,414963.1793156657,414963.1793156657
3214,2,£,§,74.0,0.0,0.0,0.0,768942,38886.11018402558,,730055.8898159744,730055.8898159744
3215,2,§,§,74.0,1.0,1.0,1.0,2246817,42061.61007531119,,2204755.3899246887,2204755.3899246887
3216,2,§,§,78.0,1.0,1.0,1.0,148360,19005.30290732541,,129354.69709267459,129354.69709267459
3217,2,©,©,84.0,1.0,1.0,1.0,7,3632.3513951769505,,3625.3513951769505,3625.3513951769505
3218,2,§,§,77.0,1.0,1.0,1.0,20652,24933.08163937735,,4281.081639377349,4281.081639377349
3219,2,§,§,77.0,1.0,1.0,1.0,1288794,23780.347996018263,,1265013.6520039816,1265013.6520039816
3220,2,§,§,74.0,1.0,1.0,1.0,3204860,41038.826917518316,,3163821.1730824816,3163821.1730824816
3221,2,§,§,76.0,1.0,1.0,1.0,14023,34399.78161823766,,20376.781618237663,20376.781618237663
3223,2,£,§,74.0,0.0,0.0,0.0,710325,42413.726469310735,,667911.2735306893,667911.2735306893
3224,2,©,©,86.0,1.0,1.0,1.0,10809,16294.17073218658,,5485.17073218658,5485.17073218658
3225,2,§,§,77.0,1.0,1.0,1.0,1543808,57314.149761393855,,1486493.850238606,1486493.850238606
3227,2,§,§,77.0,1.0,1.0,1.0,1843,28364.808467872484,,26521.808467872484,26521.808467872484
3228,2,©,©,86.0,1.0,1.0,1.0,1901471,9453.741859216092,,1892017.258140784,1892017.258140784
3230,2,§,§,78.0,1.0,1.0,1.0,82670,20837.619682518256,,61832.380317481744,61832.380317481744
3232,2,§,§,77.0,1.0,1.0,1.0,1157,28706.40876477536,,27549.40876477536,27549.40876477536
3234,2,ª,§,75.0,0.0,0.0,0.0,2408192,31219.667970066846,,2376972.332029933,2376972.332029933
3235,2,©,©,84.0,1.0,1.0,1.0,2350,24201.47902724009,,21851.47902724009,21851.47902724009
3236,2,§,§,79.0,1.0,1.0,1.0,11280,17874.168749111832,,6594.168749111832,6594.168749111832
3237,2,§,§,77.0,1.0,1.0,1.0,12000,29926.11888368094,,17926.11888368094,17926.11888368094
3238,2,ª,§,74.0,0.0,0.0,0.0,4,33505.70279164793,,33501.70279164793,33501.70279164793
3240,2,§,§,78.0,1.0,1.0,1.0,155119,24884.923194723353,,130234.07680527665,130234.07680527665
3241,2,§,§,78.0,1.0,1.0,1.0,188561,18669.06280277113,,169891.93719722886,169891.93719722886
3243,2,§,§,77.0,1.0,1.0,1.0,24731,29220.644655648033,,4489.644655648033,4489.644655648033
3244,2,©,©,85.0,1.0,1.0,1.0,1037816,7444.686452169493,,1030371.3135478306,1030371.3135478306
3245,2,§,§,75.0,1.0,1.0,1.0,368134,32988.214013598015,,335145.78598640196,335145.78598640196
3246,2,§,§,74.0,1.0,1.0,1.0,357834,47173.88527769923,,310660.1147223008,310660.1147223008
3247,2,§,§,78.0,1.0,1.0,1.0,36,20535.9780402738,,20499.9780402738,20499.9780402738
3248,2,§,§,74.0,1.0,1.0,1.0,226,28130.07258623589,,27904.07258623589,27904.07258623589
3249,2,¥,§,75.0,0.0,0.0,0.0,604450,33189.267584240886,,571260.7324157591,571260.7324157591
3250,2,ª,§,77.0,0.0,0.0,0.0,1102575,56423.93354189672,,1046151.0664581032,1046151.0664581032
3252,2,ª,§,74.0,0.0,0.0,0.0,9813,39106.932508624835,,29293.932508624835,29293.932508624835
3255,2,§,§,76.0,1.0,1.0,1.0,533832,29203.157637044962,,504628.84236295504,504628.84236295504
3256,2,©,©,86.0,1.0,1.0,1.0,90,3769.5760907641543,,3679.5760907641543,3679.5760907641543
3257,2,ª,§,75.0,0.0,0.0,0.0,10415,43956.933860828445,,33541.933860828445,33541.933860828445
3259,2,§,§,78.0,1.0,1.0,1.0,428439,20447.40050813872,,407991.5994918613,407991.5994918613
3260,2,§,§,76.0,1.0,1.0,1.0,1702,33050.61916122248,,31348.61916122248,31348.61916122248
3261,2,§,§,78.0,1.0,1.0,1.0,84980,25328.881008136785,,59651.118991863215,59651.118991863215
3263,2,§,§,77.0,1.0,1.0,1.0,617370,29984.774568114637,,587385.2254318853,587385.2254318853
3264,2,ª,§,77.0,0.0,0.0,0.0,1034026,25382.200071868105,,1008643.7999281319,1008643.7999281319
3265,2,§,§,77.0,1.0,1.0,1.0,331346,23711.473217230166,,307634.5267827698,307634.5267827698
3266,2,§,§,78.0,1.0,1.0,1.0,3135,18880.71104266471,,15745.711042664709,15745.711042664709
3267,2,§,§,76.0,1.0,1.0,1.0,353291,32808.31835259494,,320482.681647405,320482.681647405
