CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3087,2,§,§,74.0,1.0,1.0,1.0,256462,41540.28383325798,,214921.71616674203,214921.71616674203
3088,2,©,©,97.0,1.0,1.0,1.0,14,28348.02231288345,,28334.02231288345,28334.02231288345
3089,2,ª,§,61.0,0.0,0.0,0.0,355698,50605.41410436618,,305092.5858956338,305092.5858956338
3090,2,§,§,75.0,1.0,1.0,1.0,1800,28593.723724337822,,26793.723724337822,26793.723724337822
3091,2,§,§,75.0,1.0,1.0,1.0,511775,23227.644749970845,,488547.3552500291,488547.3552500291
3092,2,§,§,73.0,1.0,1.0,1.0,8322,27131.279078514406,,18809.279078514406,18809.279078514406
3093,2,§,§,68.0,1.0,1.0,1.0,63707,31800.78447845809,,31906.21552154191,31906.21552154191
3094,2,§,§,73.0,1.0,1.0,1.0,1200770,35640.266214671334,,1165129.7337853287,1165129.7337853287
3095,2,§,§,75.0,1.0,1.0,1.0,355,30951.87206889652,,30596.87206889652,30596.87206889652
3096,2,§,§,59.0,1.0,1.0,1.0,2073582,30892.553235482726,,2042689.4467645173,2042689.4467645173
3098,2,§,§,78.0,1.0,1.0,1.0,1834,24686.39807599748,,22852.39807599748,22852.39807599748
3099,2,ª,§,58.0,0.0,0.0,0.0,47,29333.009121697083,,29286.009121697083,29286.009121697083
3100,2,ª,§,73.0,0.0,0.0,0.0,6931,30880.845984530817,,23949.845984530817,23949.845984530817
3101,2,§,§,74.0,1.0,1.0,1.0,3060,38619.99258406554,,35559.99258406554,35559.99258406554
3102,2,ª,§,71.0,0.0,0.0,0.0,3359,38744.99145248417,,35385.99145248417,35385.99145248417
3104,2,§,§,77.0,1.0,1.0,1.0,603250,20156.0156748826,,583093.9843251174,583093.9843251174
3105,2,ª,§,72.0,0.0,0.0,0.0,182513,26636.349937332358,,155876.65006266764,155876.65006266764
3106,2,§,§,77.0,1.0,1.0,1.0,1468099,29004.046370049953,,1439094.95362995,1439094.95362995
3107,2,§,§,77.0,1.0,1.0,1.0,101552,20676.777768869808,,80875.22223113019,80875.22223113019
3109,2,§,§,72.0,1.0,1.0,1.0,9496,24906.62482366911,,15410.62482366911,15410.62482366911
3110,2,ª,§,49.0,0.0,0.0,0.0,497858,0.0,,497858.0,497858.0
3111,2,§,§,74.0,1.0,1.0,1.0,422936,27154.643294239642,,395781.35670576035,395781.35670576035
3114,2,©,§,75.0,0.0,0.0,0.0,432095,35726.69872700114,,396368.30127299885,396368.30127299885
3115,2,ª,§,75.0,0.0,0.0,0.0,1492131,33799.50921869155,,1458331.4907813084,1458331.4907813084
3116,2,§,§,79.0,1.0,1.0,1.0,15,23751.44758631939,,23736.44758631939,23736.44758631939
3117,2,§,§,69.0,1.0,1.0,1.0,265,36106.557377149,,35841.557377149,35841.557377149
3119,2,¢,©,96.0,0.0,0.0,0.0,0,24533.325376940476,,24533.325376940476,24533.325376940476
3120,2,§,§,81.0,1.0,1.0,1.0,13,40389.80206783367,,40376.80206783367,40376.80206783367
3122,2,ª,§,69.0,0.0,0.0,0.0,491887,45326.308218748796,,446560.6917812512,446560.6917812512
3123,2,§,§,57.0,1.0,1.0,1.0,19877,25404.973424994965,,5527.973424994965,5527.973424994965
3124,2,§,§,74.0,1.0,1.0,1.0,6364,26066.563533553635,,19702.563533553635,19702.563533553635
3125,2,§,§,70.0,1.0,1.0,1.0,191661,22132.498209750513,,169528.5017902495,169528.5017902495
3127,2,§,§,80.0,1.0,1.0,1.0,1443966,56682.6433591739,,1387283.3566408262,1387283.3566408262
3129,2,§,§,72.0,1.0,1.0,1.0,1821440,28906.208323839754,,1792533.7916761602,1792533.7916761602
3130,2,©,©,97.0,1.0,1.0,1.0,283515,20966.0537255115,,262548.9462744885,262548.9462744885
3131,2,ª,§,68.0,0.0,0.0,0.0,65713,36255.291321859935,,29457.708678140065,29457.708678140065
3132,2,§,§,77.0,1.0,1.0,1.0,84,20557.81009899526,,20473.81009899526,20473.81009899526
3133,2,§,§,73.0,1.0,1.0,1.0,250346,36843.22475033566,,213502.77524966432,213502.77524966432
3134,2,§,§,71.0,1.0,1.0,1.0,256137,24491.135273107335,,231645.86472689267,231645.86472689267
3135,2,£,§,74.0,0.0,0.0,0.0,1910237,22688.74820283128,,1887548.2517971687,1887548.2517971687
