CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
200865,2,¦,¤,51.0,0.0,0.0,0.0,610546,4230.56570770334,,606315.4342922966,606315.4342922966
200871,2,¦,¤,80.0,0.0,0.0,0.0,96,8099.591877113814,,8003.591877113814,8003.591877113814
200874,2,¤,¤,61.0,1.0,1.0,1.0,157873,7783.471736170924,,150089.52826382907,150089.52826382907
200877,2,¤,¤,52.0,1.0,1.0,1.0,25,6090.8836952829215,,6065.8836952829215,6065.8836952829215
200880,2,¤,¤,81.0,1.0,1.0,1.0,17456,8088.721524838819,,9367.27847516118,9367.27847516118
200883,2,¦,¦,98.0,1.0,1.0,1.0,608112,386301.6487422866,,221810.3512577134,221810.3512577134
200886,2,¦,¤,52.0,0.0,0.0,0.0,608074,6091.2683565870875,,601982.731643413,601982.731643413
200895,2,¢,¤,47.0,0.0,0.0,0.0,455,0.0,,455.0,455.0
200907,2,¤,¤,79.0,1.0,1.0,1.0,7811,6943.363617615808,,867.6363823841921,867.6363823841921
200919,2,¦,¤,81.0,0.0,0.0,0.0,64,7852.915336347277,,7788.915336347277,7788.915336347277
200922,2,¦,¤,81.0,0.0,0.0,0.0,50,7826.306659796596,,7776.306659796596,7776.306659796596
200925,2,¦,¦,82.0,1.0,1.0,1.0,89553,75222.25047379395,,14330.749526206055,14330.749526206055
200931,2,¦,¤,81.0,0.0,0.0,0.0,188,7803.319476440358,,7615.319476440358,7615.319476440358
200937,2,¤,¤,81.0,1.0,1.0,1.0,16818,7808.065590088967,,9009.934409911033,9009.934409911033
200952,2,¦,¤,79.0,0.0,0.0,0.0,2510,13688.432864760887,,11178.432864760887,11178.432864760887
200958,2,¤,¤,57.0,1.0,1.0,1.0,18403,4621.455001382302,,13781.544998617697,13781.544998617697
200970,2,¦,¦,97.0,1.0,1.0,1.0,57,263955.4090958618,,263898.4090958618,263898.4090958618
200973,2,¦,¤,81.0,0.0,0.0,0.0,243774,7808.477657287577,,235965.52234271241,235965.52234271241
200976,2,¦,¤,62.0,0.0,0.0,0.0,608487,7876.7232283639305,,600610.2767716361,600610.2767716361
200979,2,¤,¤,49.0,1.0,1.0,1.0,18167,2255.0264884057638,,15911.973511594237,15911.973511594237
