CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
200865,2,¦,¤,52.0,0.0,0.0,0.0,610546,2148.7904749377635,,608397.2095250622,608397.2095250622
200871,2,¦,¤,65.0,0.0,0.0,0.0,96,5879.457007463588,,5783.457007463588,5783.457007463588
200874,2,¤,¤,53.0,1.0,1.0,1.0,157873,5013.234986630708,,152859.7650133693,152859.7650133693
200877,2,¤,¤,52.0,1.0,1.0,1.0,25,4618.766287380915,,4593.766287380915,4593.766287380915
200880,2,¤,¤,67.0,1.0,1.0,1.0,17456,5681.680412641469,,11774.319587358532,11774.319587358532
200883,2,¦,¦,100.0,1.0,1.0,1.0,608112,446535.6703562106,,161576.3296437894,161576.3296437894
200886,2,¦,¤,52.0,0.0,0.0,0.0,608074,4639.312877958681,,603434.6871220414,603434.6871220414
200895,2,¢,¤,38.0,0.0,0.0,0.0,455,1281.9146277659954,,826.9146277659954,826.9146277659954
200907,2,¤,¤,74.0,1.0,1.0,1.0,7811,5149.074260008415,,2661.925739991585,2661.925739991585
200919,2,¦,¤,79.0,0.0,0.0,0.0,64,5312.636553180551,,5248.636553180551,5248.636553180551
200922,2,¦,¤,79.0,0.0,0.0,0.0,50,5308.878030513886,,5258.878030513886,5258.878030513886
200925,2,¦,§,71.0,0.0,0.0,0.0,89553,177494.32235088482,,87941.32235088482,87941.32235088482
200931,2,¦,¤,79.0,0.0,0.0,0.0,188,5305.131253230556,,5117.131253230556,5117.131253230556
200937,2,¤,¤,79.0,1.0,1.0,1.0,16818,5305.397481919444,,11512.602518080555,11512.602518080555
200952,2,¦,¤,76.0,0.0,0.0,0.0,2510,13103.018489879249,,10593.018489879249,10593.018489879249
200958,2,¤,¤,57.0,1.0,1.0,1.0,18403,5832.342359785835,,12570.657640214165,12570.657640214165
200970,2,¦,¦,95.0,1.0,1.0,1.0,57,344375.8921740419,,344318.8921740419,344318.8921740419
200973,2,¦,¤,79.0,0.0,0.0,0.0,243774,5302.3006158472235,,238471.69938415277,238471.69938415277
200976,2,¦,¤,62.0,0.0,0.0,0.0,608487,5950.790635574662,,602536.2093644254,602536.2093644254
200979,2,¤,¤,41.0,1.0,1.0,1.0,18167,1279.53031494933,,16887.46968505067,16887.46968505067
200982,2,¤,¤,41.0,1.0,1.0,1.0,16895,1279.561635971552,,15615.438364028449,15615.438364028449
200991,2,£,¢,50.0,0.0,0.0,0.0,62057,5482.40823900824,,56574.59176099176,56574.59176099176
201000,2,¦,¤,79.0,0.0,0.0,0.0,608071,5309.9311998861085,,602761.0688001139,602761.0688001139
201003,2,¤,¤,79.0,1.0,1.0,1.0,15460,5305.710692141666,,10154.289307858333,10154.289307858333
201006,2,¤,¤,56.0,1.0,1.0,1.0,16330,5880.639376052476,,10449.360623947523,10449.360623947523
